,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Train_or_Test_Test,Train_or_Test_Train,Speaker_Number_Andrew,Speaker_Number_Bill,Speaker_Number_David,Speaker_Number_Jo,Speaker_Number_Kate,Speaker_Number_Mark,Speaker_Number_Mike,Speaker_Number_Nick,Speaker_Number_Penny,Speaker_Number_Rich,Speaker_Number_Rose,Speaker_Number_Sarah,Speaker_Number_Sue,Speaker_Number_Tim,Speaker_Number_Wendy,Sex_Female,Sex_Male,y_true
0,-0.5011346412573408,-1.24609747041128,-0.22798328198998044,1.6649811126638843,0.2072324466449029,1.6514441264664284,-0.830930840062177,0.3358522042678261,-1.002019148835474,-1.230221544347845,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hid
1,-0.14191451257164428,-1.1796963109088219,-0.261710635422449,1.1194387203067957,0.06120672147917892,2.158430919649706,-0.7767823607572317,0.30269410806800867,-0.5580610366910354,-0.6902006785788198,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hId
2,1.2477607929528296,-0.840880138062946,-1.5011908740656734,-0.48556281083072544,-0.6041888509254602,1.5387803946479222,-1.244625221951958,0.5923911590769396,-0.8879587642924365,0.03700533391382458,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hEd
3,1.055485916380678,-0.06194345928411122,-1.39157697541015,0.6542781780313073,-1.1250641180114447,0.7120274214503558,-1.2186339518855844,-0.17722570535040094,0.37196979112142503,-1.1987479356067057,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hAd
4,0.6974171342612817,0.04787384296995403,-0.47531720716141734,0.7201649403932746,-1.99820762931165,0.22160882412274113,0.8628335925965087,-0.8491134441361743,1.0177270451496994,-0.5378021520427759,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hYd
5,0.404975106421003,0.027442716969197686,-0.3474343253966403,0.40786168679754986,-1.9304637361935308,0.37237940640927125,0.47946235911749674,-1.0166490880931462,0.9492908144238769,-0.48645047462302193,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,had
6,-0.3203732303481926,0.5467338361550876,0.10507433315564789,0.7017166469319237,-2.543169613950744,0.45024992693088584,0.7068859721982665,0.19798433059490111,1.1932045598312957,-0.4881069803462398,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hOd
7,-0.8488413042800345,0.36029981139818634,0.8878299940675253,1.6544392306859697,-2.272194041478266,-0.06170732500909038,-0.9327299811554739,1.1438626537686394,1.5406500389008564,-0.3804341083370783,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hod
8,-0.7555822324097093,0.19940469414223025,-0.6060107017122335,0.2273319579257597,-0.5560154158192421,1.7375987449158745,-1.099507297414705,1.0321722244639913,0.23860687996341184,-0.6007493695250549,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hUd
9,-0.511496760354044,-0.059389568534016585,-1.2229402082478065,1.400116327968776,0.5579952710120544,1.568603147188115,-0.9998740954936061,0.6377653959819527,0.6369408382906354,-1.2666646702586382,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hud
10,0.19773272448694704,-0.12153424345298369,-0.8898825931021783,0.2919009850404876,-0.7953771715032636,1.2521506063449581,-1.2359614652631667,0.597626647950595,0.5000683768389903,-1.245130095856806,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hed
11,-0.5172534931855454,-1.2844058316626978,-0.12961183447861335,1.567468704368173,0.12593977490315966,1.880085229274573,-0.7551229690352537,0.3498135079309071,-0.8669014625306448,-1.2285650386246272,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hid
12,-0.03829332160461656,-1.2307741259107126,-0.49499149666369074,1.116803249812317,0.08228259933814941,2.1286081671095127,-0.8460924142675617,0.723278380918324,-0.8265416341538777,-0.42350325714074294,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hId
13,1.2304905944583253,-0.7898023230610552,-1.5798880320747666,-0.5198239272589484,-0.5996725913842522,1.6067099976561394,-1.3507562413896508,0.6569621885186891,-1.0529076280931369,0.0734484598246177,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hEd
14,1.0359130247535728,-0.08322588220156565,-1.4028194265543061,0.6134283853668876,-0.9865654920810671,0.29119524671652436,-0.6273325578755831,-0.5908293263691757,0.7404725719527773,-1.14077023529408,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hAd
15,0.7641952351066995,0.2232410078097793,-0.7254617451188935,0.5501770934993991,-1.8988499194050747,0.6523819163699702,0.4166501231237603,-0.6693616594740064,1.0738798498478102,-0.9303940084454108,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hYd
16,0.4349101171448108,0.10320814255533588,-0.3235441167153083,0.37623604086380574,-2.0524027438061454,0.5115522515968375,0.5401086559390353,-1.035845880629883,0.9808767670665642,-0.6405055068822838,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,had
17,-0.4355078869782232,0.4190392986503607,0.21047231263211255,0.8519384651172088,-2.479941980373832,-0.015316376613234903,0.7437069381256294,0.03219384959581413,1.2598860154103022,-0.31086086796192786,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hOd
18,-0.8603547699430378,0.3134784809797863,0.8920459132465839,1.6557569659332088,-2.409187247561574,-0.10478463423381333,-0.9262321636388805,1.2363562905365508,1.5810098672776234,-0.36718206255133534,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hod
19,-0.6669285468045856,0.07852053197108855,-0.9727956702903304,0.11927766765213352,-0.5183799196425091,1.4476553174417777,-0.2807822903239338,0.33410704130994096,1.219526187033535,-0.8425992051148636,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hUd
20,-0.5402804245115517,-0.06024086545071486,-1.2608834808593339,1.456778943600068,0.5263814542235986,1.5603190492602839,-0.9717168862550345,0.7128074031710132,0.4158391697918241,-1.0960445807671977,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hud
21,0.29674852918877354,-0.19815096595582,-0.9264205593206861,0.3591054826496942,-0.9082836600334628,1.1096641219862595,-1.2078042560245956,0.9867979875589779,0.40882006920456027,-1.2766037045979453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hed
22,-0.5310696519811491,-1.3150525206638324,-0.18722939659241405,1.6807939356307564,0.1680915306211006,1.7491964820148378,-0.7681186040684406,0.4074038855411161,-0.6545736697659134,-1.2749471988747274,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hid
23,0.04460363116900582,-1.2546104395782618,-0.6509805062888584,0.9112365512429795,0.011527866525891415,2.1385490846229107,-0.45622336327195623,0.6744138180975404,-0.3316950427517761,-0.5858408180160941,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hId
24,1.2650309914473343,-0.7208472728085027,-1.6824753987651926,-0.37487305006262056,-0.3798812937121317,1.530496296720091,-1.3962409640058047,0.6517266996450337,-0.9686784210459705,-0.13195824985439802,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hEd
